frame,time_s,affective_code,affective_label,affective_code_ml,affective_label_ml,withdrawal,flinch,withdrawal_ml,flinch_ml,stim_index,stim_code,stimulus,sec_since_delivery,uncertain,exclude_from_training,corrected
21748,724.8993,0,None,0,None,0,0,0,0,27,2,light,44.0333,0,0,1
21749,724.9326,0,None,0,None,0,0,0,0,27,2,light,44.0666,0,0,1
21750,724.9659,0,None,0,None,0,0,0,0,27,2,light,44.1,0,0,1
21751,724.9993,0,None,0,None,0,0,0,0,27,2,light,44.1333,0,0,1
21752,725.0326,0,None,0,None,0,0,0,0,27,2,light,44.1666,0,0,1
21753,725.0659,0,None,0,None,0,0,0,0,27,2,light,44.2,0,0,1
21754,725.0993,0,None,0,None,0,0,0,0,27,2,light,44.2333,0,0,1
21755,725.1326,0,None,0,None,0,0,0,0,27,2,light,44.2666,0,0,1
21756,725.1659,0,None,0,None,0,0,0,0,27,2,light,44.3,0,0,1
21757,725.1993,0,None,0,None,0,0,0,0,27,2,light,44.3333,0,0,1
21758,725.2326,0,None,0,None,0,0,0,0,27,2,light,44.3666,0,0,1
21759,725.2659,0,None,0,None,0,0,0,0,27,2,light,44.4,0,0,1
21760,725.2993,0,None,0,None,0,0,0,0,27,2,light,44.4333,0,0,1
21761,725.3326,0,None,0,None,0,0,0,0,27,2,light,44.4666,0,0,1
21762,725.3659,0,None,0,None,0,0,0,0,27,2,light,44.5,0,0,1
21763,725.3993,0,None,0,None,0,0,0,0,27,2,light,44.5333,0,0,1
21764,725.4326,0,None,0,None,0,0,0,0,27,2,light,44.5666,0,0,1
21765,725.4659,0,None,0,None,0,0,0,0,27,2,light,44.6,0,0,1
21766,725.4993,0,None,0,None,0,0,0,0,27,2,light,44.6333,0,0,1
21767,725.5326,0,None,0,None,0,0,0,0,27,2,light,44.6666,0,0,1
21768,725.5659,0,None,0,None,0,0,0,0,27,2,light,44.7,0,0,1
21769,725.5993,0,None,0,None,0,0,0,0,27,2,light,44.7333,0,0,1
21770,725.6326,0,None,0,None,0,0,0,0,27,2,light,44.7666,0,0,1
21771,725.6659,0,None,0,None,0,0,0,0,27,2,light,44.8,0,0,1
21772,725.6993,0,None,0,None,0,0,0,0,27,2,light,44.8333,0,0,1
21773,725.7326,0,None,0,None,0,0,0,0,27,2,light,44.8666,0,0,1
21774,725.7659,0,None,0,None,0,0,0,0,27,2,light,44.9,0,0,1
21775,725.7993,0,None,0,None,0,0,0,0,27,2,light,44.9333,0,0,1
21776,725.8326,0,None,0,None,0,0,0,0,27,2,light,44.9666,0,0,1
21777,725.8659,0,None,0,None,0,0,0,0,27,2,light,45.0,0,0,1
21778,725.8993,0,None,0,None,0,0,0,0,27,2,light,45.0333,0,0,1
21779,725.9326,0,None,0,None,0,0,0,0,27,2,light,45.0666,0,0,1
21780,725.9659,0,None,0,None,0,0,0,0,27,2,light,45.1,0,0,1
21781,725.9993,0,None,0,None,0,0,0,0,27,2,light,45.1333,0,0,1
21782,726.0326,0,None,0,None,0,0,0,0,27,2,light,45.1666,0,0,1
21783,726.0659,0,None,0,None,0,0,0,0,27,2,light,45.2,0,0,1
21784,726.0993,0,None,0,None,0,0,0,0,27,2,light,45.2333,0,0,1
21785,726.1326,0,None,0,None,0,0,0,0,27,2,light,45.2666,0,0,1
21786,726.1659,0,None,0,None,0,0,0,0,27,2,light,45.3,0,0,1
21787,726.1993,0,None,0,None,0,0,0,0,27,2,light,45.3333,0,0,1
21788,726.2326,0,None,0,None,0,0,0,0,27,2,light,45.3666,0,0,1
21789,726.2659,0,None,0,None,0,0,0,0,27,2,light,45.4,0,0,1
21790,726.2993,0,None,0,None,0,0,0,0,27,2,light,45.4333,0,0,1
21791,726.3326,0,None,0,None,0,0,0,0,27,2,light,45.4666,0,0,1
21792,726.3659,0,None,0,None,0,0,0,0,27,2,light,45.5,0,0,1
21793,726.3993,0,None,0,None,0,0,0,0,27,2,light,45.5333,0,0,1
21794,726.4326,0,None,0,None,0,0,1,0,27,2,light,45.5666,0,0,1
21795,726.4659,0,None,0,None,0,0,0,0,27,2,light,45.6,0,0,1
21796,726.4993,0,None,0,None,0,0,0,1,27,2,light,45.6333,0,0,1
21797,726.5326,0,None,0,None,0,0,0,0,27,2,light,45.6666,0,0,1
21798,726.5659,0,None,0,None,0,0,0,0,27,2,light,45.7,0,0,1
21799,726.5993,0,None,0,None,0,0,0,0,27,2,light,45.7333,0,0,1
21800,726.6326,0,None,0,None,0,0,0,0,28,2,light,0.0,0,0,1
21801,726.6659,0,None,0,None,0,0,0,0,28,2,light,0.0333,0,0,1
21802,726.6993,0,None,0,None,1,0,0,0,28,2,light,0.0667,0,0,1
21803,726.7326,0,None,0,None,0,0,0,0,28,2,light,0.1,0,0,1
21804,726.7659,0,None,0,None,0,1,0,0,28,2,light,0.1333,0,0,1
21805,726.7993,0,None,0,None,0,0,0,0,28,2,light,0.1667,0,0,1
21806,726.8326,0,None,0,None,0,0,0,0,28,2,light,0.2,0,0,1
21807,726.8659,0,None,0,None,0,0,0,0,28,2,light,0.2333,0,0,1
21808,726.8993,0,None,0,None,0,0,0,0,28,2,light,0.2667,0,0,1
21809,726.9326,0,None,0,None,0,0,0,0,28,2,light,0.3,0,0,1
21810,726.9659,0,None,0,None,0,0,0,0,28,2,light,0.3333,0,0,1
21811,726.9993,0,None,0,None,0,0,0,0,28,2,light,0.3667,0,0,1
21812,727.0326,0,None,0,None,0,0,0,0,28,2,light,0.4,0,0,1
21813,727.0659,0,None,0,None,0,0,0,0,28,2,light,0.4333,0,0,1
21814,727.0993,0,None,0,None,0,0,0,0,28,2,light,0.4667,0,0,1
21815,727.1326,0,None,0,None,0,0,0,0,28,2,light,0.5,0,0,1
21816,727.1659,0,None,0,None,0,0,0,0,28,2,light,0.5333,0,0,1
21817,727.1993,0,None,0,None,0,0,0,0,28,2,light,0.5667,0,0,1
21818,727.2326,0,None,0,None,0,0,0,0,28,2,light,0.6,0,0,1
21819,727.2659,0,None,0,None,0,0,0,0,28,2,light,0.6333,0,0,1
21820,727.2993,0,None,0,None,0,0,0,0,28,2,light,0.6667,0,0,1
21821,727.3326,0,None,0,None,0,0,0,0,28,2,light,0.7,0,0,1
21822,727.3659,0,None,0,None,0,0,0,0,28,2,light,0.7333,0,0,1
21823,727.3993,0,None,0,None,0,0,0,0,28,2,light,0.7667,0,0,1
21824,727.4326,0,None,0,None,0,0,0,0,28,2,light,0.8,0,0,1
21825,727.4659,0,None,0,None,0,0,0,0,28,2,light,0.8333,0,0,1
21826,727.4993,0,None,0,None,0,0,0,0,28,2,light,0.8667,0,0,1
21827,727.5326,0,None,0,None,0,0,0,0,28,2,light,0.9,0,0,1
21828,727.5659,0,None,0,None,0,0,0,0,28,2,light,0.9333,0,0,1
21829,727.5993,0,None,0,None,0,0,0,0,28,2,light,0.9667,0,0,1
21830,727.6326,0,None,0,None,0,0,0,0,28,2,light,1.0,0,0,1
21831,727.6659,0,None,0,None,0,0,0,0,28,2,light,1.0333,0,0,1
21832,727.6993,0,None,0,None,0,0,0,0,28,2,light,1.0667,0,0,1
21833,727.7326,0,None,0,None,0,0,0,0,28,2,light,1.1,0,0,1
21834,727.7659,0,None,0,None,0,0,0,0,28,2,light,1.1333,0,0,1
21835,727.7993,0,None,0,None,0,0,0,0,28,2,light,1.1667,0,0,1
21836,727.8326,0,None,0,None,0,0,0,0,28,2,light,1.2,0,0,1
21837,727.8659,0,None,0,None,0,0,0,0,28,2,light,1.2333,0,0,1
21838,727.8993,0,None,0,None,0,0,0,0,28,2,light,1.2667,0,0,1
21839,727.9326,0,None,0,None,0,0,0,0,28,2,light,1.3,0,0,1
21840,727.9659,0,None,0,None,0,0,0,0,28,2,light,1.3333,0,0,1
21841,727.9993,0,None,0,None,0,0,0,0,28,2,light,1.3667,0,0,1
21842,728.0326,0,None,0,None,0,0,0,0,28,2,light,1.4,0,0,1
21843,728.0659,0,None,0,None,0,0,0,0,28,2,light,1.4333,0,0,1
21844,728.0993,0,None,0,None,0,0,0,0,28,2,light,1.4667,0,0,1
21845,728.1326,0,None,0,None,0,0,0,0,28,2,light,1.5,0,0,1
21846,728.1659,0,None,0,None,0,0,0,0,28,2,light,1.5333,0,0,1
21847,728.1993,0,None,0,None,0,0,0,0,28,2,light,1.5667,0,0,1
21848,728.2326,0,None,0,None,0,0,0,0,28,2,light,1.6,0,0,1
21849,728.2659,0,None,0,None,0,0,0,0,28,2,light,1.6333,0,0,1
21850,728.2993,0,None,0,None,0,0,0,0,28,2,light,1.6667,0,0,1
21851,728.3326,0,None,0,None,0,0,0,0,28,2,light,1.7,0,0,1
21852,728.3659,0,None,0,None,0,0,0,0,28,2,light,1.7333,0,0,1
21853,728.3993,0,None,0,None,0,0,0,0,28,2,light,1.7667,0,0,1
21854,728.4326,0,None,0,None,0,0,0,0,28,2,light,1.8,0,0,1
21855,728.4659,0,None,0,None,0,0,0,0,28,2,light,1.8333,0,0,1
21856,728.4993,0,None,0,None,0,0,0,0,28,2,light,1.8667,0,0,1
21857,728.5326,0,None,0,None,0,0,0,0,28,2,light,1.9,0,0,1
21858,728.5659,0,None,0,None,0,0,0,0,28,2,light,1.9333,0,0,1
21859,728.5993,0,None,0,None,0,0,0,0,28,2,light,1.9667,0,0,1
21860,728.6326,0,None,0,None,0,0,0,0,28,2,light,2.0,0,0,1
21861,728.6659,0,None,0,None,0,0,0,0,28,2,light,2.0333,0,0,1
21862,728.6993,0,None,0,None,0,0,0,0,28,2,light,2.0667,0,0,1
21863,728.7326,0,None,0,None,0,0,0,0,28,2,light,2.1,0,0,1
21864,728.7659,0,None,0,None,0,0,0,0,28,2,light,2.1333,0,0,1
21865,728.7993,0,None,0,None,0,0,0,0,28,2,light,2.1667,0,0,1
21866,728.8326,0,None,0,None,0,0,0,0,28,2,light,2.2,0,0,1
21867,728.8659,0,None,0,None,0,0,0,0,28,2,light,2.2333,0,0,1
21868,728.8993,0,None,0,None,0,0,0,0,28,2,light,2.2667,0,0,1
21869,728.9326,0,None,0,None,0,0,0,0,28,2,light,2.3,0,0,1
21870,728.9659,0,None,0,None,0,0,0,0,28,2,light,2.3333,0,0,1
21871,728.9993,0,None,0,None,0,0,0,0,28,2,light,2.3667,0,0,1
21872,729.0326,0,None,0,None,0,0,0,0,28,2,light,2.4,0,0,1
21873,729.0659,0,None,0,None,0,0,0,0,28,2,light,2.4333,0,0,1
21874,729.0993,0,None,0,None,0,0,0,0,28,2,light,2.4667,0,0,1
21875,729.1326,0,None,0,None,0,0,0,0,28,2,light,2.5,0,0,1
21876,729.1659,0,None,0,None,0,0,0,0,28,2,light,2.5333,0,0,1
21877,729.1993,0,None,0,None,0,0,0,0,28,2,light,2.5667,0,0,1
21878,729.2326,0,None,0,None,0,0,0,0,28,2,light,2.6,0,0,1
21879,729.2659,0,None,0,None,0,0,0,0,28,2,light,2.6333,0,0,1
21880,729.2993,0,None,0,None,0,0,0,0,28,2,light,2.6667,0,0,1
21881,729.3326,0,None,0,None,0,0,0,0,28,2,light,2.7,0,0,1
21882,729.3659,0,None,0,None,0,0,0,0,28,2,light,2.7333,0,0,1
21883,729.3993,0,None,0,None,0,0,0,0,28,2,light,2.7667,0,0,1
21884,729.4326,0,None,0,None,0,0,0,0,28,2,light,2.8,0,0,1
21885,729.4659,0,None,0,None,0,0,0,0,28,2,light,2.8333,0,0,1
21886,729.4993,0,None,0,None,0,0,0,0,28,2,light,2.8667,0,0,1
21887,729.5326,0,None,0,None,0,0,0,0,28,2,light,2.9,0,0,1
21888,729.5659,0,None,0,None,0,0,0,0,28,2,light,2.9333,0,0,1
21889,729.5993,0,None,0,None,0,0,0,0,28,2,light,2.9667,0,0,1
21890,729.6326,0,None,0,None,0,0,0,0,28,2,light,3.0,0,0,1
21891,729.6659,0,None,0,None,0,0,0,0,28,2,light,3.0333,0,0,1
21892,729.6993,0,None,0,None,0,0,0,0,28,2,light,3.0667,0,0,1
21893,729.7326,0,None,0,None,0,0,0,0,28,2,light,3.1,0,0,1
21894,729.7659,0,None,0,None,0,0,0,0,28,2,light,3.1333,0,0,1
21895,729.7993,0,None,0,None,0,0,0,0,28,2,light,3.1667,0,0,1
21896,729.8326,0,None,0,None,0,0,0,0,28,2,light,3.2,0,0,1
21897,729.8659,0,None,0,None,0,0,0,0,28,2,light,3.2333,0,0,1
21898,729.8993,0,None,0,None,0,0,0,0,28,2,light,3.2667,0,0,1
21899,729.9326,0,None,0,None,0,0,0,0,28,2,light,3.3,0,0,1
21900,729.9659,0,None,0,None,0,0,0,0,28,2,light,3.3333,0,0,1
21901,729.9993,0,None,0,None,0,0,0,0,28,2,light,3.3667,0,0,1
21902,730.0326,0,None,0,None,0,0,0,0,28,2,light,3.4,0,0,1
21903,730.0659,0,None,0,None,0,0,0,0,28,2,light,3.4333,0,0,1
21904,730.0993,0,None,0,None,0,0,0,0,28,2,light,3.4667,0,0,1
21905,730.1326,0,None,0,None,0,0,0,0,28,2,light,3.5,0,0,1
21906,730.1659,0,None,0,None,0,0,0,0,28,2,light,3.5333,0,0,1
21907,730.1993,0,None,0,None,0,0,0,0,28,2,light,3.5667,0,0,1
21908,730.2326,0,None,0,None,0,0,0,0,28,2,light,3.6,0,0,1
21909,730.2659,0,None,0,None,0,0,0,0,28,2,light,3.6333,0,0,1
21910,730.2993,0,None,0,None,0,0,0,0,28,2,light,3.6667,0,0,1
21911,730.3326,0,None,0,None,0,0,0,0,28,2,light,3.7,0,0,1
21912,730.3659,0,None,0,None,0,0,0,0,28,2,light,3.7333,0,0,1
21913,730.3993,0,None,0,None,0,0,0,0,28,2,light,3.7667,0,0,1
21914,730.4326,0,None,0,None,0,0,0,0,28,2,light,3.8,0,0,1
21915,730.4659,0,None,0,None,0,0,0,0,28,2,light,3.8333,0,0,1
21916,730.4993,0,None,0,None,0,0,0,0,28,2,light,3.8667,0,0,1
21917,730.5326,0,None,0,None,0,0,0,0,28,2,light,3.9,0,0,1
21918,730.5659,0,None,0,None,0,0,0,0,28,2,light,3.9333,0,0,1
21919,730.5993,0,None,0,None,0,0,0,0,28,2,light,3.9667,0,0,1
21920,730.6326,0,None,0,None,0,0,0,0,28,2,light,4.0,0,0,1
21921,730.6659,0,None,0,None,0,0,0,0,28,2,light,4.0333,0,0,1
21922,730.6993,0,None,0,None,0,0,0,0,28,2,light,4.0667,0,0,1
21923,730.7326,0,None,0,None,0,0,0,0,28,2,light,4.1,0,0,1
21924,730.7659,0,None,0,None,0,0,0,0,28,2,light,4.1333,0,0,1
21925,730.7993,0,None,0,None,0,0,0,0,28,2,light,4.1667,0,0,1
21926,730.8326,0,None,0,None,0,0,0,0,28,2,light,4.2,0,0,1
21927,730.8659,0,None,0,None,0,0,0,0,28,2,light,4.2333,0,0,1
21928,730.8993,0,None,0,None,0,0,0,0,28,2,light,4.2667,0,0,1
21929,730.9326,0,None,0,None,0,0,0,0,28,2,light,4.3,0,0,1
21930,730.9659,0,None,0,None,0,0,0,0,28,2,light,4.3333,0,0,1
21931,730.9993,0,None,0,None,0,0,0,0,28,2,light,4.3667,0,0,1
21932,731.0326,0,None,0,None,0,0,0,0,28,2,light,4.4,0,0,1
21933,731.0659,0,None,0,None,0,0,0,0,28,2,light,4.4333,0,0,1
21934,731.0993,0,None,0,None,0,0,0,0,28,2,light,4.4667,0,0,1
21935,731.1326,0,None,0,None,0,0,0,0,28,2,light,4.5,0,0,1
21936,731.1659,0,None,0,None,0,0,0,0,28,2,light,4.5333,0,0,1
21937,731.1993,0,None,0,None,0,0,0,0,28,2,light,4.5667,0,0,1
21938,731.2326,0,None,0,None,0,0,0,0,28,2,light,4.6,0,0,1
21939,731.2659,0,None,0,None,0,0,0,0,28,2,light,4.6333,0,0,1
21940,731.2993,0,None,0,None,0,0,0,0,28,2,light,4.6667,0,0,1
21941,731.3326,0,None,0,None,0,0,0,0,28,2,light,4.7,0,0,1
21942,731.3659,0,None,0,None,0,0,0,0,28,2,light,4.7333,0,0,1
21943,731.3993,0,None,0,None,0,0,0,0,28,2,light,4.7667,0,0,1
21944,731.4326,0,None,0,None,0,0,0,0,28,2,light,4.8,0,0,1
21945,731.4659,0,None,0,None,0,0,0,0,28,2,light,4.8333,0,0,1
21946,731.4993,0,None,0,None,0,0,0,0,28,2,light,4.8667,0,0,1
21947,731.5326,0,None,0,None,0,0,0,0,28,2,light,4.9,0,0,1
21948,731.5659,0,None,0,None,0,0,0,0,28,2,light,4.9333,0,0,1
21949,731.5993,0,None,0,None,0,0,0,0,28,2,light,4.9667,0,0,1
21950,731.6326,0,None,0,None,0,0,0,0,28,2,light,5.0,0,0,1
21951,731.6659,0,None,0,None,0,0,0,0,28,2,light,5.0333,0,0,1
21952,731.6993,0,None,0,None,0,0,0,0,28,2,light,5.0667,0,0,1
21953,731.7326,0,None,0,None,0,0,0,0,28,2,light,5.1,0,0,1
21954,731.7659,0,None,0,None,0,0,0,0,28,2,light,5.1333,0,0,1
21955,731.7993,0,None,0,None,0,0,0,0,28,2,light,5.1667,0,0,1
21956,731.8326,0,None,0,None,0,0,0,0,28,2,light,5.2,0,0,1
21957,731.8659,0,None,0,None,0,0,0,0,28,2,light,5.2333,0,0,1
21958,731.8993,0,None,0,None,0,0,0,0,28,2,light,5.2667,0,0,1
21959,731.9326,0,None,0,None,0,0,0,0,28,2,light,5.3,0,0,1
21960,731.9659,0,None,0,None,0,0,0,0,28,2,light,5.3333,0,0,1
21961,731.9993,0,None,0,None,0,0,0,0,28,2,light,5.3667,0,0,1
21962,732.0326,0,None,0,None,0,0,0,0,28,2,light,5.4,0,0,1
21963,732.0659,0,None,0,None,0,0,0,0,28,2,light,5.4333,0,0,1
21964,732.0993,0,None,0,None,0,0,0,0,28,2,light,5.4667,0,0,1
21965,732.1326,0,None,0,None,0,0,0,0,28,2,light,5.5,0,0,1
21966,732.1659,0,None,0,None,0,0,0,0,28,2,light,5.5333,0,0,1
21967,732.1993,0,None,0,None,0,0,0,0,28,2,light,5.5667,0,0,1
21968,732.2326,0,None,0,None,0,0,0,0,28,2,light,5.6,0,0,1
21969,732.2659,0,None,0,None,0,0,0,0,28,2,light,5.6333,0,0,1
21970,732.2993,0,None,0,None,0,0,0,0,28,2,light,5.6667,0,0,1
21971,732.3326,0,None,0,None,0,0,0,0,28,2,light,5.7,0,0,1
21972,732.3659,0,None,0,None,0,0,0,0,28,2,light,5.7333,0,0,1
21973,732.3993,0,None,0,None,0,0,1,0,28,2,light,5.7667,0,0,1
21974,732.4326,0,None,0,None,0,0,0,0,29,2,light,0.0,0,0,1
21975,732.4659,0,None,0,None,0,0,0,0,29,2,light,0.0333,0,0,1
21976,732.4993,0,None,0,None,0,0,0,0,29,2,light,0.0667,0,0,1
21977,732.5326,0,None,0,None,0,0,0,0,29,2,light,0.1,0,0,1
21978,732.5659,0,None,0,None,0,0,0,0,29,2,light,0.1333,0,0,1
21979,732.5993,0,None,0,None,0,0,0,0,29,2,light,0.1667,0,0,1
21980,732.6326,0,None,0,None,0,0,0,0,29,2,light,0.2,0,0,1
21981,732.6659,0,None,0,None,1,0,0,0,29,2,light,0.2333,0,0,1
21982,732.6993,0,None,0,None,0,0,0,0,29,2,light,0.2667,0,0,1
21983,732.7326,0,None,0,None,0,0,0,0,29,2,light,0.3,0,0,1
21984,732.7659,0,None,0,None,0,0,0,0,29,2,light,0.3333,0,0,1
21985,732.7993,0,None,0,None,0,0,0,0,29,2,light,0.3667,0,0,1
21986,732.8326,0,None,0,None,0,0,0,0,29,2,light,0.4,0,0,1
21987,732.8659,0,None,0,None,0,0,0,0,29,2,light,0.4333,0,0,1
21988,732.8993,0,None,0,None,0,0,0,0,29,2,light,0.4667,0,0,1
21989,732.9326,0,None,0,None,0,0,0,0,29,2,light,0.5,0,0,1
21990,732.9659,0,None,0,None,0,0,0,0,29,2,light,0.5333,0,0,1
21991,732.9993,0,None,0,None,0,0,0,0,29,2,light,0.5667,0,0,1
21992,733.0326,0,None,0,None,0,0,0,0,29,2,light,0.6,0,0,1
21993,733.0659,0,None,0,None,0,0,0,0,29,2,light,0.6333,0,0,1
21994,733.0993,0,None,0,None,0,0,0,0,29,2,light,0.6667,0,0,1
21995,733.1326,0,None,0,None,0,0,0,0,29,2,light,0.7,0,0,1
21996,733.1659,0,None,0,None,0,0,0,0,29,2,light,0.7333,0,0,1
21997,733.1993,0,None,0,None,0,0,0,0,29,2,light,0.7667,0,0,1
21998,733.2326,0,None,0,None,0,0,0,0,29,2,light,0.8,0,0,1
21999,733.2659,0,None,0,None,0,0,0,0,29,2,light,0.8333,0,0,1
22000,733.2993,0,None,0,None,0,0,0,0,29,2,light,0.8667,0,0,1
22001,733.3326,0,None,0,None,0,0,0,0,29,2,light,0.9,0,0,1
22002,733.3659,0,None,0,None,0,0,0,0,29,2,light,0.9333,0,0,1
22003,733.3993,0,None,0,None,0,0,0,0,29,2,light,0.9667,0,0,1
22004,733.4326,0,None,0,None,0,0,0,0,29,2,light,1.0,0,0,1
22005,733.4659,0,None,0,None,0,0,0,0,29,2,light,1.0333,0,0,1
22006,733.4993,0,None,0,None,0,0,0,0,29,2,light,1.0667,0,0,1
22007,733.5326,0,None,0,None,0,0,0,0,29,2,light,1.1,0,0,1
22008,733.5659,0,None,0,None,0,0,0,0,29,2,light,1.1333,0,0,1
22009,733.5993,0,None,0,None,0,0,0,0,29,2,light,1.1667,0,0,1
22010,733.6326,0,None,0,None,0,0,0,0,29,2,light,1.2,0,0,1
22011,733.6659,0,None,0,None,0,0,0,0,29,2,light,1.2333,0,0,1
22012,733.6993,0,None,0,None,0,0,0,0,29,2,light,1.2667,0,0,1
22013,733.7326,0,None,0,None,0,0,0,0,29,2,light,1.3,0,0,1
22014,733.7659,0,None,0,None,0,0,0,0,29,2,light,1.3333,0,0,1
22015,733.7993,0,None,0,None,0,0,0,0,29,2,light,1.3667,0,0,1
22016,733.8326,0,None,0,None,0,0,0,0,29,2,light,1.4,0,0,1
22017,733.8659,0,None,0,None,0,0,0,0,29,2,light,1.4333,0,0,1
22018,733.8993,0,None,0,None,0,0,0,0,29,2,light,1.4667,0,0,1
22019,733.9326,0,None,0,None,0,0,0,0,29,2,light,1.5,0,0,1
22020,733.9659,0,None,0,None,0,0,0,0,29,2,light,1.5333,0,0,1
22021,733.9993,0,None,0,None,0,0,0,0,29,2,light,1.5667,0,0,1
22022,734.0326,0,None,0,None,0,0,0,0,29,2,light,1.6,0,0,1
22023,734.0659,0,None,0,None,0,0,0,0,29,2,light,1.6333,0,0,1
22024,734.0993,0,None,0,None,0,0,0,0,29,2,light,1.6667,0,0,1
22025,734.1326,0,None,0,None,0,0,0,0,29,2,light,1.7,0,0,1
22026,734.1659,0,None,0,None,0,0,0,0,29,2,light,1.7333,0,0,1
22027,734.1993,0,None,0,None,0,0,0,0,29,2,light,1.7667,0,0,1
22028,734.2326,0,None,0,None,0,0,0,0,29,2,light,1.8,0,0,1
22029,734.2659,0,None,0,None,0,0,0,0,29,2,light,1.8333,0,0,1
22030,734.2993,0,None,0,None,0,0,0,0,29,2,light,1.8667,0,0,1
22031,734.3326,0,None,0,None,0,0,0,0,29,2,light,1.9,0,0,1
22032,734.3659,0,None,0,None,0,0,0,0,29,2,light,1.9333,0,0,1
22033,734.3993,0,None,0,None,0,0,0,0,29,2,light,1.9667,0,0,1
22034,734.4326,0,None,0,None,0,0,0,0,29,2,light,2.0,0,0,1
22035,734.4659,0,None,0,None,0,0,0,0,29,2,light,2.0333,0,0,1
22036,734.4993,0,None,0,None,0,0,0,0,29,2,light,2.0667,0,0,1
22037,734.5326,0,None,0,None,0,0,0,0,29,2,light,2.1,0,0,1
22038,734.5659,0,None,0,None,0,0,0,0,29,2,light,2.1333,0,0,1
22039,734.5993,0,None,0,None,0,0,0,0,29,2,light,2.1667,0,0,1
22040,734.6326,0,None,0,None,0,0,0,0,29,2,light,2.2,0,0,1
22041,734.6659,0,None,0,None,0,0,0,0,29,2,light,2.2333,0,0,1
22042,734.6993,0,None,0,None,0,0,0,0,29,2,light,2.2667,0,0,1
22043,734.7326,0,None,0,None,0,0,1,0,29,2,light,2.3,0,0,1
22044,734.7659,0,None,0,None,0,0,0,0,29,2,light,2.3333,0,0,1
22045,734.7993,0,None,0,None,0,0,0,0,30,2,light,0.0,0,0,1
22046,734.8326,0,None,0,None,0,0,0,0,30,2,light,0.0333,0,0,1
22047,734.8659,0,None,0,None,0,0,0,0,30,2,light,0.0667,0,0,1
22048,734.8993,0,None,0,None,0,0,0,0,30,2,light,0.1,0,0,1
22049,734.9326,0,None,0,None,0,0,0,0,30,2,light,0.1333,0,0,1
22050,734.9659,0,None,0,None,0,0,0,0,30,2,light,0.1667,0,0,1
22051,734.9993,0,None,0,None,1,0,0,0,30,2,light,0.2,0,0,1
22052,735.0326,0,None,0,None,0,0,0,0,30,2,light,0.2333,0,0,1
22053,735.0659,0,None,0,None,0,0,0,0,30,2,light,0.2667,0,0,1
22054,735.0993,0,None,0,None,0,0,0,0,30,2,light,0.3,0,0,1
22055,735.1326,0,None,0,None,0,0,0,0,30,2,light,0.3333,0,0,1
22056,735.1659,0,None,0,None,0,0,0,0,30,2,light,0.3667,0,0,1
22057,735.1993,0,None,0,None,0,0,0,0,30,2,light,0.4,0,0,1
22058,735.2326,0,None,0,None,0,0,0,0,30,2,light,0.4333,0,0,1
22059,735.2659,0,None,0,None,0,0,0,0,30,2,light,0.4667,0,0,1
22060,735.2993,0,None,0,None,0,0,0,0,30,2,light,0.5,0,0,1
22061,735.3326,0,None,0,None,0,0,0,0,30,2,light,0.5333,0,0,1
22062,735.3659,0,None,0,None,0,0,0,0,30,2,light,0.5667,0,0,1
22063,735.3993,0,None,0,None,0,0,0,0,30,2,light,0.6,0,0,1
22064,735.4326,0,None,0,None,0,0,0,0,30,2,light,0.6333,0,0,1
22065,735.4659,0,None,0,None,0,0,0,0,30,2,light,0.6667,0,0,1
22066,735.4993,0,None,0,None,0,0,0,0,30,2,light,0.7,0,0,1
22067,735.5326,0,None,0,None,0,0,0,0,30,2,light,0.7333,0,0,1
22068,735.5659,0,None,0,None,0,0,0,0,30,2,light,0.7667,0,0,1
22069,735.5993,0,None,0,None,0,0,0,0,30,2,light,0.8,0,0,1
22070,735.6326,0,None,0,None,0,0,0,0,30,2,light,0.8333,0,0,1
22071,735.6659,0,None,0,None,0,0,0,0,30,2,light,0.8667,0,0,1
22072,735.6993,0,None,0,None,0,0,0,0,30,2,light,0.9,0,0,1
22073,735.7326,0,None,0,None,0,0,0,0,30,2,light,0.9333,0,0,1
22074,735.7659,0,None,0,None,0,0,0,0,30,2,light,0.9667,0,0,1
22075,735.7993,0,None,0,None,0,0,0,0,30,2,light,1.0,0,0,1
22076,735.8326,0,None,0,None,0,0,0,0,30,2,light,1.0333,0,0,1
22077,735.8659,0,None,0,None,0,0,0,0,30,2,light,1.0667,0,0,1
22078,735.8993,0,None,0,None,0,0,0,0,30,2,light,1.1,0,0,1
22079,735.9326,0,None,0,None,0,0,0,0,30,2,light,1.1333,0,0,1
22080,735.9659,0,None,0,None,0,0,0,0,30,2,light,1.1667,0,0,1
22081,735.9993,0,None,0,None,0,0,0,0,30,2,light,1.2,0,0,1
22082,736.0326,0,None,0,None,0,0,0,0,30,2,light,1.2333,0,0,1
22083,736.0659,0,None,0,None,0,0,0,0,30,2,light,1.2667,0,0,1
22084,736.0993,0,None,0,None,0,0,0,0,30,2,light,1.3,0,0,1
22085,736.1326,0,None,0,None,0,0,0,0,30,2,light,1.3333,0,0,1
22086,736.1659,0,None,0,None,0,0,0,0,30,2,light,1.3667,0,0,1
22087,736.1993,0,None,0,None,0,0,0,0,30,2,light,1.4,0,0,1
22088,736.2326,0,None,0,None,0,0,0,0,30,2,light,1.4333,0,0,1
