frame,time_s,affective_code,affective_label,affective_code_ml,affective_label_ml,withdrawal,flinch,withdrawal_ml,flinch_ml,stim_index,stim_code,stimulus,sec_since_delivery,uncertain,exclude_from_training
26003,866.7325,0,None,0,None,0,0,0,0,23,2,pin,61.6999,0,0
26004,866.7658,0,None,0,None,0,0,0,0,23,2,pin,61.7333,0,0
26005,866.7991,0,None,0,None,0,0,0,0,23,2,pin,61.7666,0,0
26006,866.8325,0,None,0,None,0,0,0,0,23,2,pin,61.7999,0,0
26007,866.8658,0,None,0,None,0,0,0,0,23,2,pin,61.8333,0,0
26008,866.8991,0,None,0,None,0,0,0,0,23,2,pin,61.8666,0,0
26009,866.9325,0,None,0,None,0,0,0,0,23,2,pin,61.8999,0,0
26010,866.9658,0,None,0,None,0,0,0,0,23,2,pin,61.9333,0,0
26011,866.9991,0,None,0,None,0,0,0,0,23,2,pin,61.9666,0,0
26012,867.0325,0,None,0,None,0,0,0,0,23,2,pin,61.9999,0,0
26013,867.0658,0,None,0,None,0,0,0,0,23,2,pin,62.0333,0,0
26014,867.0991,0,None,0,None,0,0,0,0,23,2,pin,62.0666,0,0
26015,867.1325,0,None,0,None,0,0,0,0,23,2,pin,62.0999,0,0
26016,867.1658,0,None,0,None,0,0,0,0,23,2,pin,62.1333,0,0
26017,867.1991,0,None,0,None,0,0,0,0,23,2,pin,62.1666,0,0
26018,867.2325,0,None,0,None,0,0,1,0,23,2,pin,62.1999,0,0
26019,867.2658,0,None,0,None,0,0,0,0,23,2,pin,62.2333,0,0
26020,867.2991,0,None,0,None,0,0,0,0,23,2,pin,62.2666,0,0
26021,867.3325,0,None,0,None,0,0,0,0,23,2,pin,62.2999,0,0
26022,867.3658,0,None,0,None,0,0,0,0,23,2,pin,62.3333,0,0
26023,867.3991,0,None,0,None,0,0,0,0,23,2,pin,62.3666,0,0
26024,867.4325,0,None,0,None,0,0,0,0,24,2,pin,0.0000,0,0
26025,867.4658,0,None,0,None,0,0,0,0,24,2,pin,0.0333,0,0
26026,867.4991,0,None,0,None,1,0,0,0,24,2,pin,0.0667,0,0
26027,867.5325,0,None,0,None,0,0,0,0,24,2,pin,0.1000,0,0
26028,867.5658,0,None,0,None,0,0,0,0,24,2,pin,0.1333,0,0
26029,867.5991,0,None,0,None,0,0,0,0,24,2,pin,0.1667,0,0
26030,867.6325,0,None,0,None,0,0,0,0,24,2,pin,0.2000,0,0
26031,867.6658,0,None,0,None,0,0,0,0,24,2,pin,0.2333,0,0
26032,867.6991,0,None,0,None,0,0,0,0,24,2,pin,0.2667,0,0
26033,867.7325,0,None,0,None,0,0,0,0,24,2,pin,0.3000,0,0
26034,867.7658,0,None,0,None,0,0,0,0,24,2,pin,0.3333,0,0
26035,867.7991,0,None,0,None,0,0,0,0,24,2,pin,0.3667,0,0
26036,867.8325,0,None,0,None,0,0,0,0,24,2,pin,0.4000,0,0
26037,867.8658,0,None,0,None,0,0,0,0,24,2,pin,0.4333,0,0
26038,867.8991,0,None,0,None,0,0,0,0,24,2,pin,0.4667,0,0
26039,867.9325,0,None,0,None,0,0,0,0,24,2,pin,0.5000,0,0
26040,867.9658,0,None,0,None,0,0,0,0,24,2,pin,0.5333,0,0
26041,867.9991,0,None,0,None,0,0,0,0,24,2,pin,0.5667,0,0
26042,868.0325,0,None,0,None,0,0,0,0,24,2,pin,0.6000,0,0
26043,868.0658,0,None,0,None,0,0,0,0,24,2,pin,0.6333,0,0
26044,868.0991,0,None,0,None,0,0,0,0,24,2,pin,0.6667,0,0
26045,868.1325,0,None,0,None,0,0,0,0,24,2,pin,0.7000,0,0
26046,868.1658,0,None,0,None,0,0,0,0,24,2,pin,0.7333,0,0
26047,868.1991,0,None,0,None,0,0,0,0,24,2,pin,0.7667,0,0
26048,868.2325,0,None,0,None,0,0,0,0,24,2,pin,0.8000,0,0
26049,868.2658,0,None,0,None,0,0,0,0,24,2,pin,0.8333,0,0
26050,868.2991,0,None,0,None,0,0,0,0,24,2,pin,0.8667,0,0
26051,868.3325,0,None,0,None,0,0,0,0,24,2,pin,0.9000,0,0
26052,868.3658,0,None,0,None,0,0,0,0,24,2,pin,0.9333,0,0
26053,868.3991,0,None,0,None,0,0,0,0,24,2,pin,0.9667,0,0
26054,868.4325,0,None,0,None,0,0,0,0,24,2,pin,1.0000,0,0
26055,868.4658,0,None,0,None,0,0,0,0,24,2,pin,1.0333,0,0
26056,868.4991,0,None,0,None,0,0,0,0,24,2,pin,1.0667,0,0
26057,868.5325,0,None,0,None,0,0,0,0,24,2,pin,1.1000,0,0
26058,868.5658,0,None,0,None,0,0,0,0,24,2,pin,1.1333,0,0
26059,868.5991,0,None,0,None,0,0,1,0,24,2,pin,1.1667,0,0
26060,868.6325,0,None,0,None,0,0,0,0,24,2,pin,1.2000,0,0
26061,868.6658,0,None,0,None,0,0,0,1,24,2,pin,1.2333,0,0
26062,868.6991,0,None,0,None,0,0,0,0,24,2,pin,1.2667,0,0
26063,868.7325,0,None,0,None,0,0,0,0,24,2,pin,1.3000,0,0
26064,868.7658,0,None,0,None,0,0,0,0,24,2,pin,1.3333,0,0
26065,868.7991,0,None,0,None,0,0,0,0,25,2,pin,0.0000,0,0
26066,868.8325,0,None,0,None,0,0,0,0,25,2,pin,0.0333,0,0
26067,868.8658,0,None,0,None,1,0,0,0,25,2,pin,0.0667,0,0
26068,868.8991,0,None,0,None,0,0,0,0,25,2,pin,0.1000,0,0
26069,868.9325,0,None,0,None,0,1,0,0,25,2,pin,0.1333,0,0
26070,868.9658,0,None,0,None,0,0,0,0,25,2,pin,0.1667,0,0
26071,868.9991,0,None,0,None,0,0,0,0,25,2,pin,0.2000,0,0
26072,869.0325,0,None,0,None,0,0,0,0,25,2,pin,0.2333,0,0
26073,869.0658,0,None,0,None,0,0,0,0,25,2,pin,0.2667,0,0
26074,869.0991,0,None,0,None,0,0,0,0,25,2,pin,0.3000,0,0
26075,869.1325,0,None,0,None,0,0,0,0,25,2,pin,0.3333,0,0
26076,869.1658,0,None,0,None,0,0,0,0,25,2,pin,0.3667,0,0
26077,869.1991,0,None,0,None,0,0,0,0,25,2,pin,0.4000,0,0
26078,869.2325,0,None,0,None,0,0,0,0,25,2,pin,0.4333,0,0
26079,869.2658,0,None,0,None,0,0,0,0,25,2,pin,0.4667,0,0
26080,869.2991,0,None,0,None,0,0,0,0,25,2,pin,0.5000,0,0
26081,869.3325,0,None,0,None,0,0,0,0,25,2,pin,0.5333,0,0
26082,869.3658,0,None,0,None,0,0,0,0,25,2,pin,0.5667,0,0
26083,869.3991,0,None,0,None,0,0,0,0,25,2,pin,0.6000,0,0
26084,869.4325,0,None,0,None,0,0,0,0,25,2,pin,0.6333,0,0
26085,869.4658,0,None,0,None,0,0,0,0,25,2,pin,0.6667,0,0
26086,869.4991,0,None,0,None,0,0,0,0,25,2,pin,0.7000,0,0
26087,869.5325,0,None,0,None,0,0,0,0,25,2,pin,0.7333,0,0
26088,869.5658,0,None,0,None,0,0,0,0,25,2,pin,0.7667,0,0
26089,869.5991,0,None,0,None,0,0,0,0,25,2,pin,0.8000,0,0
26090,869.6325,0,None,0,None,0,0,0,0,25,2,pin,0.8333,0,0
26091,869.6658,0,None,0,None,0,0,0,0,25,2,pin,0.8667,0,0
26092,869.6991,0,None,0,None,0,0,0,0,25,2,pin,0.9000,0,0
26093,869.7325,0,None,0,None,0,0,0,0,25,2,pin,0.9333,0,0
26094,869.7658,0,None,0,None,0,0,0,0,25,2,pin,0.9667,0,0
26095,869.7991,0,None,0,None,0,0,0,0,25,2,pin,1.0000,0,0
26096,869.8325,0,None,0,None,0,0,0,0,25,2,pin,1.0333,0,0
26097,869.8658,0,None,0,None,0,0,0,0,25,2,pin,1.0667,0,0
26098,869.8991,0,None,0,None,0,0,0,0,25,2,pin,1.1000,0,0
26099,869.9325,0,None,0,None,0,0,0,0,25,2,pin,1.1333,0,0
26100,869.9658,0,None,0,None,0,0,0,0,25,2,pin,1.1667,0,0
26101,869.9991,0,None,0,None,0,0,0,0,25,2,pin,1.2000,0,0
26102,870.0325,0,None,0,None,0,0,0,0,25,2,pin,1.2333,0,0
26103,870.0658,0,None,0,None,0,0,0,0,25,2,pin,1.2667,0,0
26104,870.0991,0,None,0,None,0,0,0,0,25,2,pin,1.3000,0,0
26105,870.1325,0,None,0,None,0,0,0,0,25,2,pin,1.3333,0,0
26106,870.1658,0,None,0,None,0,0,0,0,25,2,pin,1.3667,0,0
26107,870.1991,0,None,0,None,0,0,0,0,25,2,pin,1.4000,0,0
26108,870.2325,0,None,0,None,0,0,0,0,25,2,pin,1.4333,0,0
26109,870.2658,0,None,0,None,0,0,0,0,25,2,pin,1.4667,0,0
26110,870.2991,0,None,0,None,0,0,0,0,25,2,pin,1.5000,0,0
26111,870.3325,0,None,0,None,0,0,0,0,25,2,pin,1.5333,0,0
26112,870.3658,0,None,0,None,0,0,0,0,25,2,pin,1.5667,0,0
26113,870.3991,0,None,0,None,0,0,0,0,25,2,pin,1.6000,0,0
26114,870.4325,0,None,0,None,0,0,0,0,25,2,pin,1.6333,0,0
26115,870.4658,0,None,0,None,0,0,0,0,25,2,pin,1.6667,0,0
26116,870.4991,0,None,0,None,0,0,0,0,25,2,pin,1.7000,0,0
26117,870.5325,0,None,0,None,0,0,0,0,25,2,pin,1.7333,0,0
26118,870.5658,0,None,0,None,0,0,0,0,25,2,pin,1.7667,0,0
26119,870.5991,0,None,0,None,0,0,0,0,25,2,pin,1.8000,0,0
26120,870.6325,0,None,0,None,0,0,0,0,25,2,pin,1.8333,0,0
26121,870.6658,0,None,0,None,0,0,0,0,25,2,pin,1.8667,0,0
26122,870.6991,0,None,0,None,0,0,1,0,25,2,pin,1.9000,0,0
26123,870.7325,0,None,0,None,0,0,0,0,25,2,pin,1.9333,0,0
26124,870.7658,0,None,0,None,0,0,0,0,25,2,pin,1.9667,0,0
26125,870.7991,0,None,0,None,0,0,0,1,25,2,pin,2.0000,0,0
26126,870.8325,0,None,0,None,0,0,0,0,26,2,pin,0.0000,0,0
26127,870.8658,0,None,0,None,0,0,0,0,26,2,pin,0.0333,0,0
26128,870.8991,0,None,0,None,0,0,0,0,26,2,pin,0.0667,0,0
26129,870.9325,0,None,0,None,0,0,0,0,26,2,pin,0.1000,0,0
26130,870.9658,0,None,0,None,1,0,0,0,26,2,pin,0.1333,0,0
26131,870.9991,0,None,0,None,0,0,0,0,26,2,pin,0.1667,0,0
26132,871.0325,0,None,0,None,0,0,0,0,26,2,pin,0.2000,0,0
26133,871.0658,0,None,0,None,0,1,0,0,26,2,pin,0.2333,0,0
26134,871.0991,0,None,0,None,0,0,0,0,26,2,pin,0.2667,0,0
26135,871.1325,0,None,0,None,0,0,0,0,26,2,pin,0.3000,0,0
26136,871.1658,0,None,0,None,0,0,0,0,26,2,pin,0.3333,0,0
26137,871.1991,0,None,0,None,0,0,0,0,26,2,pin,0.3667,0,0
26138,871.2325,0,None,0,None,0,0,0,0,26,2,pin,0.4000,0,0
26139,871.2658,0,None,0,None,0,0,0,0,26,2,pin,0.4333,0,0
26140,871.2991,0,None,0,None,0,0,0,0,26,2,pin,0.4667,0,0
26141,871.3325,0,None,0,None,0,0,0,0,26,2,pin,0.5000,0,0
26142,871.3658,0,None,0,None,0,0,0,0,26,2,pin,0.5333,0,0
26143,871.3991,0,None,0,None,0,0,0,0,26,2,pin,0.5667,0,0
26144,871.4325,0,None,0,None,0,0,0,0,26,2,pin,0.6000,0,0
26145,871.4658,0,None,0,None,0,0,0,0,26,2,pin,0.6333,0,0
26146,871.4991,0,None,0,None,0,0,0,0,26,2,pin,0.6667,0,0
26147,871.5325,0,None,0,None,0,0,0,0,26,2,pin,0.7000,0,0
26148,871.5658,0,None,0,None,0,0,0,0,26,2,pin,0.7333,0,0
26149,871.5991,0,None,0,None,0,0,0,0,26,2,pin,0.7667,0,0
26150,871.6325,0,None,0,None,0,0,0,0,26,2,pin,0.8000,0,0
26151,871.6658,0,None,0,None,0,0,0,0,26,2,pin,0.8333,0,0
26152,871.6991,0,None,0,None,0,0,0,0,26,2,pin,0.8667,0,0
26153,871.7325,0,None,0,None,0,0,0,0,26,2,pin,0.9000,0,0
26154,871.7658,0,None,0,None,0,0,0,0,26,2,pin,0.9333,0,0
26155,871.7991,0,None,0,None,0,0,0,0,26,2,pin,0.9667,0,0
26156,871.8325,0,None,0,None,0,0,0,0,26,2,pin,1.0000,0,0
26157,871.8658,0,None,0,None,0,0,0,0,26,2,pin,1.0333,0,0
26158,871.8991,0,None,0,None,0,0,0,0,26,2,pin,1.0667,0,0
26159,871.9325,0,None,0,None,0,0,0,0,26,2,pin,1.1000,0,0
26160,871.9658,0,None,0,None,0,0,0,0,26,2,pin,1.1333,0,0
26161,871.9991,0,None,0,None,0,0,0,0,26,2,pin,1.1667,0,0
26162,872.0325,0,None,0,None,0,0,0,0,26,2,pin,1.2000,0,0
26163,872.0658,0,None,0,None,0,0,0,0,26,2,pin,1.2333,0,0
26164,872.0991,0,None,0,None,0,0,0,0,26,2,pin,1.2667,0,0
26165,872.1325,0,None,0,None,0,0,0,0,26,2,pin,1.3000,0,0
26166,872.1658,0,None,0,None,0,0,0,0,26,2,pin,1.3333,0,0
26167,872.1991,0,None,0,None,0,0,0,0,26,2,pin,1.3667,0,0
26168,872.2325,0,None,0,None,0,0,0,0,26,2,pin,1.4000,0,0
26169,872.2658,0,None,0,None,0,0,0,0,26,2,pin,1.4333,0,0
26170,872.2991,0,None,0,None,0,0,0,0,26,2,pin,1.4667,0,0
26171,872.3325,0,None,0,None,0,0,0,0,26,2,pin,1.5000,0,0
26172,872.3658,0,None,0,None,0,0,0,0,26,2,pin,1.5333,0,0
26173,872.3991,0,None,0,None,0,0,0,0,26,2,pin,1.5667,0,0
26174,872.4325,0,None,0,None,0,0,0,0,26,2,pin,1.6000,0,0
26175,872.4658,0,None,0,None,0,0,0,0,26,2,pin,1.6333,0,0
26176,872.4991,0,None,0,None,0,0,0,0,26,2,pin,1.6667,0,0
26177,872.5325,0,None,0,None,0,0,0,0,26,2,pin,1.7000,0,0
26178,872.5658,0,None,0,None,0,0,0,0,26,2,pin,1.7333,0,0
26179,872.5991,0,None,0,None,0,0,0,0,26,2,pin,1.7667,0,0
26180,872.6325,0,None,0,None,0,0,0,0,26,2,pin,1.8000,0,0
26181,872.6658,0,None,0,None,0,0,0,0,26,2,pin,1.8333,0,0
26182,872.6991,0,None,0,None,0,0,0,0,26,2,pin,1.8667,0,0
26183,872.7325,0,None,0,None,0,0,0,0,26,2,pin,1.9000,0,0
26184,872.7658,0,None,0,None,0,0,0,0,26,2,pin,1.9333,0,0
26185,872.7991,0,None,0,None,0,0,0,0,26,2,pin,1.9667,0,0
26186,872.8325,0,None,0,None,0,0,0,0,26,2,pin,2.0000,0,0
26187,872.8658,0,None,0,None,0,0,0,0,26,2,pin,2.0333,0,0
26188,872.8991,0,None,0,None,0,0,0,0,26,2,pin,2.0667,0,0
26189,872.9325,0,None,0,None,0,0,0,0,26,2,pin,2.1000,0,0
26190,872.9658,0,None,0,None,0,0,0,0,26,2,pin,2.1333,0,0
26191,872.9991,0,None,0,None,0,0,0,0,26,2,pin,2.1667,0,0
26192,873.0325,0,None,0,None,0,0,0,0,26,2,pin,2.2000,0,0
26193,873.0658,0,None,0,None,0,0,0,0,26,2,pin,2.2333,0,0
26194,873.0991,0,None,0,None,0,0,0,0,26,2,pin,2.2667,0,0
26195,873.1325,0,None,0,None,0,0,0,0,26,2,pin,2.3000,0,0
26196,873.1658,0,None,0,None,0,0,0,0,26,2,pin,2.3333,0,0
26197,873.1991,0,None,0,None,0,0,0,0,26,2,pin,2.3667,0,0
26198,873.2325,0,None,0,None,0,0,0,0,26,2,pin,2.4000,0,0
26199,873.2658,0,None,0,None,0,0,0,0,26,2,pin,2.4333,0,0
26200,873.2991,0,None,0,None,0,0,0,0,26,2,pin,2.4667,0,0
26201,873.3325,0,None,0,None,0,0,0,0,26,2,pin,2.5000,0,0
26202,873.3658,0,None,0,None,0,0,0,0,26,2,pin,2.5333,0,0
26203,873.3991,0,None,0,None,0,0,0,0,26,2,pin,2.5667,0,0
26204,873.4325,0,None,0,None,0,0,0,0,26,2,pin,2.6000,0,0
26205,873.4658,0,None,0,None,0,0,0,0,26,2,pin,2.6333,0,0
26206,873.4991,0,None,0,None,0,0,0,0,26,2,pin,2.6667,0,0
26207,873.5325,0,None,0,None,0,0,0,0,26,2,pin,2.7000,0,0
26208,873.5658,0,None,0,None,0,0,0,0,26,2,pin,2.7333,0,0
26209,873.5991,0,None,0,None,0,0,0,0,26,2,pin,2.7667,0,0
26210,873.6325,0,None,0,None,0,0,0,0,26,2,pin,2.8000,0,0
26211,873.6658,0,None,0,None,0,0,0,0,26,2,pin,2.8333,0,0
26212,873.6991,0,None,0,None,0,0,0,0,26,2,pin,2.8667,0,0
26213,873.7325,0,None,0,None,0,0,0,0,26,2,pin,2.9000,0,0
26214,873.7658,0,None,0,None,0,0,0,0,26,2,pin,2.9333,0,0
26215,873.7991,0,None,0,None,0,0,0,0,26,2,pin,2.9667,0,0
26216,873.8325,0,None,0,None,0,0,0,0,26,2,pin,3.0000,0,0
26217,873.8658,0,None,0,None,0,0,0,0,26,2,pin,3.0333,0,0
26218,873.8991,0,None,0,None,0,0,0,0,26,2,pin,3.0667,0,0
26219,873.9325,0,None,0,None,0,0,0,0,26,2,pin,3.1000,0,0
26220,873.9658,0,None,0,None,0,0,0,0,26,2,pin,3.1333,0,0
26221,873.9991,0,None,0,None,0,0,0,0,26,2,pin,3.1667,0,0
26222,874.0325,0,None,0,None,0,0,0,0,26,2,pin,3.2000,0,0
26223,874.0658,0,None,0,None,0,0,0,0,26,2,pin,3.2333,0,0
26224,874.0991,0,None,0,None,0,0,0,0,26,2,pin,3.2667,0,0
26225,874.1325,0,None,0,None,0,0,0,0,26,2,pin,3.3000,0,0
26226,874.1658,0,None,0,None,0,0,0,0,26,2,pin,3.3333,0,0
26227,874.1991,0,None,0,None,0,0,0,0,26,2,pin,3.3667,0,0
26228,874.2325,0,None,0,None,0,0,0,0,26,2,pin,3.4000,0,0
26229,874.2658,0,None,0,None,0,0,0,0,26,2,pin,3.4333,0,0
26230,874.2991,0,None,0,None,0,0,0,0,26,2,pin,3.4667,0,0
26231,874.3325,0,None,0,None,0,0,0,0,26,2,pin,3.5000,0,0
26232,874.3658,0,None,0,None,0,0,0,0,26,2,pin,3.5333,0,0
26233,874.3991,0,None,0,None,0,0,0,0,26,2,pin,3.5667,0,0
26234,874.4325,0,None,0,None,0,0,0,0,26,2,pin,3.6000,0,0
26235,874.4658,0,None,0,None,0,0,0,0,26,2,pin,3.6333,0,0
26236,874.4991,0,None,0,None,0,0,0,0,26,2,pin,3.6667,0,0
26237,874.5325,0,None,0,None,0,0,0,0,26,2,pin,3.7000,0,0
26238,874.5658,0,None,0,None,0,0,0,0,26,2,pin,3.7333,0,0
26239,874.5991,0,None,0,None,0,0,0,0,26,2,pin,3.7667,0,0
26240,874.6325,0,None,0,None,0,0,0,0,26,2,pin,3.8000,0,0
26241,874.6658,0,None,0,None,0,0,0,0,26,2,pin,3.8333,0,0
26242,874.6991,0,None,0,None,0,0,0,0,26,2,pin,3.8667,0,0
26243,874.7325,0,None,0,None,0,0,0,0,26,2,pin,3.9000,0,0
26244,874.7658,0,None,0,None,0,0,0,0,26,2,pin,3.9333,0,0
26245,874.7991,0,None,0,None,0,0,0,0,26,2,pin,3.9667,0,0
26246,874.8325,0,None,0,None,0,0,0,0,26,2,pin,4.0000,0,0
26247,874.8658,0,None,0,None,0,0,0,0,26,2,pin,4.0333,0,0
26248,874.8991,0,None,0,None,0,0,0,0,26,2,pin,4.0667,0,0
26249,874.9325,0,None,0,None,0,0,0,0,26,2,pin,4.1000,0,0
26250,874.9658,0,None,0,None,0,0,0,0,26,2,pin,4.1333,0,0
26251,874.9991,0,None,0,None,0,0,0,0,26,2,pin,4.1667,0,0
26252,875.0325,0,None,0,None,0,0,0,0,26,2,pin,4.2000,0,0
26253,875.0658,0,None,0,None,0,0,0,0,26,2,pin,4.2333,0,0
26254,875.0991,0,None,0,None,0,0,0,0,26,2,pin,4.2667,0,0
26255,875.1325,0,None,0,None,0,0,0,0,26,2,pin,4.3000,0,0
26256,875.1658,0,None,0,None,0,0,0,0,26,2,pin,4.3333,0,0
26257,875.1991,0,None,0,None,0,0,0,0,26,2,pin,4.3667,0,0
26258,875.2325,0,None,0,None,0,0,0,0,26,2,pin,4.4000,0,0
26259,875.2658,0,None,0,None,0,0,0,0,26,2,pin,4.4333,0,0
26260,875.2991,0,None,0,None,0,0,0,0,26,2,pin,4.4667,0,0
26261,875.3325,0,None,0,None,0,0,0,0,26,2,pin,4.5000,0,0
26262,875.3658,0,None,0,None,0,0,0,0,26,2,pin,4.5333,0,0
26263,875.3991,0,None,0,None,0,0,0,0,26,2,pin,4.5667,0,0
26264,875.4325,0,None,0,None,0,0,0,0,26,2,pin,4.6000,0,0
26265,875.4658,0,None,0,None,0,0,0,0,26,2,pin,4.6333,0,0
26266,875.4991,0,None,0,None,0,0,0,0,26,2,pin,4.6667,0,0
26267,875.5325,0,None,0,None,0,0,0,0,26,2,pin,4.7000,0,0
26268,875.5658,0,None,0,None,0,0,0,0,26,2,pin,4.7333,0,0
26269,875.5991,0,None,0,None,0,0,0,0,26,2,pin,4.7667,0,0
26270,875.6325,0,None,0,None,0,0,0,0,26,2,pin,4.8000,0,0
26271,875.6658,0,None,0,None,0,0,0,0,26,2,pin,4.8333,0,0
26272,875.6991,0,None,0,None,0,0,0,0,26,2,pin,4.8667,0,0
26273,875.7325,0,None,0,None,0,0,0,0,26,2,pin,4.9000,0,0
26274,875.7658,0,None,0,None,0,0,0,0,26,2,pin,4.9333,0,0
26275,875.7991,0,None,0,None,0,0,0,0,26,2,pin,4.9667,0,0
26276,875.8325,0,None,0,None,0,0,0,0,26,2,pin,5.0000,0,0
26277,875.8658,0,None,0,None,0,0,0,0,26,2,pin,5.0333,0,0
26278,875.8991,0,None,0,None,0,0,0,0,26,2,pin,5.0667,0,0
26279,875.9325,0,None,0,None,0,0,0,0,26,2,pin,5.1000,0,0
26280,875.9658,0,None,0,None,0,0,0,0,26,2,pin,5.1333,0,0
26281,875.9991,0,None,0,None,0,0,0,0,26,2,pin,5.1667,0,0
26282,876.0325,0,None,0,None,0,0,0,0,26,2,pin,5.2000,0,0
26283,876.0658,0,None,0,None,0,0,0,0,26,2,pin,5.2333,0,0
26284,876.0991,0,None,0,None,0,0,0,0,26,2,pin,5.2667,0,0
26285,876.1325,0,None,0,None,0,0,0,0,26,2,pin,5.3000,0,0
26286,876.1658,0,None,0,None,0,0,0,0,26,2,pin,5.3333,0,0
26287,876.1991,0,None,0,None,0,0,0,0,26,2,pin,5.3667,0,0
26288,876.2325,0,None,0,None,0,0,0,0,26,2,pin,5.4000,0,0
26289,876.2658,0,None,0,None,0,0,0,0,26,2,pin,5.4333,0,0
26290,876.2991,0,None,0,None,0,0,0,0,26,2,pin,5.4667,0,0
26291,876.3325,0,None,0,None,0,0,0,0,26,2,pin,5.5000,0,0
26292,876.3658,0,None,0,None,0,0,0,0,26,2,pin,5.5333,0,0
26293,876.3991,0,None,0,None,0,0,0,0,26,2,pin,5.5667,0,0
26294,876.4325,0,None,0,None,0,0,0,0,26,2,pin,5.6000,0,0
26295,876.4658,0,None,0,None,0,0,0,0,26,2,pin,5.6333,0,0
26296,876.4991,0,None,0,None,0,0,0,0,26,2,pin,5.6667,0,0
26297,876.5325,0,None,0,None,0,0,0,0,26,2,pin,5.7000,0,0
26298,876.5658,0,None,0,None,0,0,0,0,26,2,pin,5.7333,0,0
26299,876.5991,0,None,0,None,0,0,0,0,26,2,pin,5.7667,0,0
26300,876.6325,0,None,0,None,0,0,0,0,26,2,pin,5.8000,0,0
26301,876.6658,0,None,0,None,0,0,0,0,26,2,pin,5.8333,0,0
26302,876.6991,0,None,0,None,0,0,0,0,26,2,pin,5.8667,0,0
26303,876.7325,0,None,0,None,0,0,0,0,26,2,pin,5.9000,0,0
26304,876.7658,0,None,0,None,0,0,0,0,26,2,pin,5.9333,0,0
26305,876.7991,0,None,0,None,0,0,0,0,26,2,pin,5.9667,0,0
26306,876.8325,0,None,0,None,0,0,0,0,26,2,pin,6.0000,0,0
26307,876.8658,0,None,0,None,0,0,0,0,26,2,pin,6.0333,0,0
26308,876.8991,0,None,0,None,0,0,0,0,26,2,pin,6.0667,0,0
26309,876.9325,0,None,0,None,0,0,0,0,26,2,pin,6.1000,0,0
26310,876.9658,0,None,0,None,0,0,0,0,26,2,pin,6.1333,0,0
26311,876.9991,0,None,0,None,0,0,0,0,26,2,pin,6.1667,0,0
26312,877.0325,0,None,0,None,0,0,0,0,26,2,pin,6.2000,0,0
26313,877.0658,0,None,0,None,0,0,0,0,26,2,pin,6.2333,0,0
26314,877.0991,0,None,0,None,0,0,0,0,26,2,pin,6.2667,0,0
26315,877.1325,0,None,0,None,0,0,0,0,26,2,pin,6.3000,0,0
26316,877.1658,0,None,0,None,0,0,0,0,26,2,pin,6.3333,0,0
26317,877.1991,0,None,0,None,0,0,0,0,26,2,pin,6.3667,0,0
26318,877.2325,0,None,0,None,0,0,0,0,26,2,pin,6.4000,0,0
26319,877.2658,0,None,0,None,0,0,0,0,26,2,pin,6.4333,0,0
26320,877.2991,0,None,0,None,0,0,0,0,26,2,pin,6.4667,0,0
26321,877.3325,0,None,0,None,0,0,0,0,26,2,pin,6.5000,0,0
26322,877.3658,0,None,0,None,0,0,0,0,26,2,pin,6.5333,0,0
26323,877.3991,0,None,0,None,0,0,0,0,26,2,pin,6.5667,0,0
26324,877.4325,0,None,0,None,0,0,0,0,26,2,pin,6.6000,0,0
26325,877.4658,0,None,0,None,0,0,0,0,26,2,pin,6.6333,0,0
26326,877.4991,0,None,0,None,0,0,0,0,26,2,pin,6.6667,0,0
26327,877.5325,0,None,0,None,0,0,0,0,26,2,pin,6.7000,0,0
26328,877.5658,0,None,0,None,0,0,0,0,26,2,pin,6.7333,0,0
26329,877.5991,0,None,0,None,0,0,0,0,26,2,pin,6.7667,0,0
26330,877.6325,0,None,0,None,0,0,0,0,26,2,pin,6.8000,0,0
26331,877.6658,0,None,0,None,0,0,0,0,26,2,pin,6.8333,0,0
26332,877.6991,0,None,0,None,0,0,0,0,26,2,pin,6.8667,0,0
26333,877.7325,0,None,0,None,0,0,0,0,26,2,pin,6.9000,0,0
26334,877.7658,0,None,0,None,0,0,0,0,26,2,pin,6.9333,0,0
26335,877.7991,0,None,0,None,0,0,0,0,26,2,pin,6.9667,0,0
26336,877.8325,0,None,0,None,0,0,0,0,26,2,pin,7.0000,0,0
26337,877.8658,0,None,0,None,0,0,0,0,26,2,pin,7.0333,0,0
26338,877.8991,0,None,0,None,0,0,0,0,26,2,pin,7.0667,0,0
26339,877.9325,0,None,0,None,0,0,0,0,26,2,pin,7.1000,0,0
26340,877.9658,0,None,0,None,0,0,0,0,26,2,pin,7.1333,0,0
26341,877.9991,0,None,0,None,0,0,0,0,26,2,pin,7.1667,0,0
26342,878.0325,0,None,0,None,0,0,0,0,26,2,pin,7.2000,0,0
26343,878.0658,0,None,0,None,0,0,0,0,26,2,pin,7.2333,0,0
26344,878.0991,0,None,0,None,0,0,0,0,26,2,pin,7.2667,0,0
26345,878.1325,0,None,0,None,0,0,0,0,26,2,pin,7.3000,0,0
26346,878.1658,0,None,0,None,0,0,0,0,26,2,pin,7.3333,0,0
26347,878.1991,0,None,0,None,0,0,0,0,26,2,pin,7.3667,0,0
26348,878.2325,0,None,0,None,0,0,0,0,26,2,pin,7.4000,0,0
26349,878.2658,0,None,0,None,0,0,0,0,26,2,pin,7.4333,0,0
